Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,ISIN,Scheme Code,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Sortino Ratio,Std Dev,Mean Return (%),No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),No. of Securities,Portfolio P/E,Portfolio P/B,Alpha Score (/12),Beta Score (/6),Sharpe Score (/12),Sortino Score (/4),Std Dev Score (/6),VR Stars,Score (/40),Risk Category,Fund Rating,Top Holdings Count,Fund URL
Groww Silver ETF,equity,equity,Direct,87.07,,,Domestic Prices of Silver*,INF666M01KQ9,153525,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45150/
Groww Silver ETF FoF Dir,equity,equity,Direct,82.66,,,Domestic Prices of Silver*,INF666M01KQ9,153525,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45153/
HDFC Silver ETF,equity,equity,Direct,87.36,45.1,,Domestic Prices of Silver*,INF179KC1DU7,150737,89.09,45.84,,-0.83,1,0.93,1.89,43.85,46.5,,,,,,,,4,3,6,3,0,,16,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/42489/
HDFC Silver ETF FoF Dir,equity,equity,Direct,85.08,44.87,,Domestic Prices of Silver*,INF179KC1DU7,150737,89.09,45.84,,0.88,0.9,0.97,2.02,39.6,44.19,,,,,,,,6,4,6,3,0,,19,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/42666/
ICICI Pru Silver ETF,equity,equity,Direct,88.45,45.93,,Domestic Prices of Silver*,INF109KC1Y98,149775,89.09,45.84,,-0.6,0.98,0.94,1.93,43.01,46.09,,,,,,,,4,3,6,3,0,,16,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/41982/
ICICI Pru Silver ETF FoF Dir,equity,equity,Direct,85.53,44.8,,Domestic Prices of Silver*,INF109KC1Y98,149775,89.09,45.84,,3.25,0.83,1.02,2.17,36.99,43.5,,,,,,,,10,5,8,3,0,,26,Moderate Risk,Average,1,https://www.valueresearchonline.com/funds/42023/
Kotak Silver ETF,equity,equity,Direct,88.21,45.86,,Domestic Prices of Silver*,INF174KA1MQ3,151603,89.09,45.84,,-0.65,0.98,0.94,1.93,42.94,45.98,,,,,,,,4,3,6,3,0,,16,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/42858/
Kotak Silver ETF FoF Dir,equity,equity,Direct,87.26,44.88,,Domestic Prices of Silver*,INF174KA1MQ3,151603,89.09,45.84,,3.17,0.83,1.02,2.17,37.05,43.49,,,,,,,,10,5,8,3,0,,26,Moderate Risk,Average,1,https://www.valueresearchonline.com/funds/43295/
Mirae Asset Silver ETF,equity,equity,Direct,87.85,45.69,,Domestic Prices of Silver*,INF769K01FY9,148419,89.09,45.84,,-0.61,0.97,0.94,1.93,42.75,45.84,,,,,,,,4,3,6,3,0,,16,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/43544/
Mirae Asset Silver ETF FoF Dir,equity,equity,Direct,,,,Domestic Prices of Silver*,INF955L01JF3,154679,,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45902/
Motilal Oswal Silver ETF,equity,equity,Direct,86.87,,,Domestic Prices of Silver*,INF247L01247,124234,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45453/
Nippon India Silver ETF,equity,equity,Direct,87.74,45.51,,Domestic Prices of Silver*,INF204KC1378,149760,89.09,45.84,,-0.8,0.98,0.93,1.92,42.86,45.74,,,,,,,,4,3,6,3,0,,16,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/41984/
Nippon India Silver ETF FoF Dir,equity,equity,Direct,85.23,44.58,,Domestic Prices of Silver*,INF204KC1378,149760,89.09,45.84,,-1.51,0.98,0.92,1.9,43.02,45.15,,,,,,,,4,3,6,3,0,,16,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/41987/
SBI Silver ETF,equity,equity,Direct,87.96,,,Domestic Prices of Silver*,INF200KB1233,152735,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44407/
SBI Silver ETF FoF Dir,equity,equity,Direct,88.25,,,Domestic Prices of Silver*,INF200KB1233,152735,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44422/
Tata Silver ETF,equity,equity,Direct,89.05,,,Domestic Prices of Silver*,INF277KA1943,152293,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44020/
Tata Silver ETF FoF Dir,equity,equity,Direct,82.22,,,Domestic Prices of Silver*,INF277KA1943,152293,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44026/
UTI Silver ETF,equity,equity,Direct,87.23,44.89,,Domestic Prices of Silver*,INF789F1AYL4,151731,89.09,45.84,,-1.04,0.97,0.93,1.89,42.68,45.31,,,,,,,,4,3,6,3,0,,16,Moderately High Risk,Average,1,https://www.valueresearchonline.com/funds/43485/
UTI Silver ETF FoF Dir,equity,equity,Direct,85.76,44.9,,Domestic Prices of Silver*,INF789F1AYL4,151731,89.09,45.84,,2.89,0.84,1.01,2.14,37.46,43.66,,,,,,,,8,5,8,3,0,,24,Moderate Risk,Average,1,https://www.valueresearchonline.com/funds/43487/
Zerodha Silver ETF,equity,equity,Direct,87.73,,,Domestic Prices of Silver*,INF0R8F01109,153656,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45052/
Zerodha Silver ETF FoF Dir,equity,equity,Direct,86.25,,,Domestic Prices of Silver*,INF0R8F01109,153656,89.09,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45264/
ABSL Value Dir,equity,equity,Direct,16.77,15.37,14.98,BSE 500 TRI*,INF209K01WQ7,119659,2.44,11.32,10.45,3.39,1.11,0.62,0.88,17.81,16.73,68,32.1,16.91,57.36,,23.68,3.17,10,2,4,0,2,2,18,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/15879/
Axis Nifty500 Value 50 ETF,equity,equity,Direct,16.14,,,BSE 500 TRI*,INF846K013Y8,152949,2.44,,,,,,,,,50,48.72,25.17,86.13,,7.92,1.39,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45050/
Axis Nifty500 Value 50 Index Dir,equity,equity,Direct,16.27,,,BSE 500 TRI*,INF846K013Y8,152949,2.44,,,,,,,,,50,48.85,25.23,86.34,,8.8,1.36,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44613/
Axis Value Dir,equity,equity,Direct,12.4,18.85,,BSE 500 TRI*,INF846K010C0,149166,2.44,11.32,,7.14,0.96,0.92,1.11,15,19.44,86,31.37,19.75,58.4,,25.68,3.47,12,3,6,2,3,4,26,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/41696/
Bandhan Nifty 500 Value 50 Index Dir,equity,equity,Direct,15.74,,,BSE 500 TRI*,INF194KB1IW4,152990,2.44,,,,,,,,,50,48.65,25.13,86,,8.8,1.36,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44628/
Bandhan Value Dir,equity,equity,Direct,2.57,10.82,13.55,BSE 500 TRI*,INF194K01Z85,118481,2.44,11.32,10.45,-0.09,0.91,0.44,0.57,14.09,11.9,65,42.15,28.5,58.08,,21.74,2.7,4,4,2,0,3,3,13,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16498/
Baroda BNP Paribas Value Dir,equity,equity,Direct,2.65,10.1,,BSE 500 TRI*,INF251K01SD5,151755,2.44,11.32,,-0.63,0.97,0.4,0.54,15.17,11.73,49,41.39,26.08,51.48,,22.95,3.34,4,3,2,0,3,1,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/43508/
Canara Robeco Value Dir,equity,equity,Direct,1.94,12,,BSE 500 TRI*,INF760K01JW4,149085,2.44,11.32,,0.89,0.97,0.51,0.65,14.98,13.29,57,42.02,27.33,58.13,,21.48,3.04,6,3,2,0,3,2,14,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/41625/
DSP Value Fund Dir*,equity,equity,Direct,9.91,16.78,12.94,BSE 500 TRI*,INF740KA1PP3,148595,2.44,11.32,10.45,6.7,0.64,1.01,1.43,10.98,16.82,52,36.63,25.82,52.79,,19.18,2.99,12,6,8,2,5,5,33,Low Risk,Excellent,25,https://www.valueresearchonline.com/funds/41194/
Groww Value Dir,equity,equity,Direct,3.77,13.86,11.93,BSE 500 TRI*,INF0QA701607,152162,2.44,11.32,10.45,2.77,0.95,0.63,0.91,14.85,15.03,70,34.15,22.74,56.1,,17.92,2.83,8,4,4,0,3,3,19,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/30921/
HDFC NIFTY50 Value 20 ETF,equity,equity,Direct,-5.32,6.43,,BSE 500 TRI*,INF179KB15Q6,145034,2.44,11.32,,-3.38,0.84,0.17,0.23,14.11,8.13,20,77.62,55.97,82.07,,11.71,2.06,2,5,2,0,3,,12,High Risk,Poor,20,https://www.valueresearchonline.com/funds/42535/
HDFC Value Dir,equity,equity,Direct,9.94,16.81,14.44,BSE 500 TRI*,INF179K01VC4,118935,2.44,11.32,10.45,5.15,1,0.78,1.04,15.38,17.73,74,33.35,21.57,61.48,,25.42,3.43,12,3,4,2,3,4,24,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/15989/
HSBC Value Dir,equity,equity,Direct,6.66,16.8,16.53,BSE 500 TRI*,INF917K01HD4,151113,2.44,11.32,10.45,5.09,1.02,0.75,1,16.24,17.84,84,31.73,18.99,64.32,,18.32,2.46,12,3,4,2,3,5,24,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/16269/
ICICI Pru Nifty200 Value 30 ETF,equity,equity,Direct,17.79,,,BSE 500 TRI*,INF109KC13X2,152936,2.44,,,,,,,,,30,48.9,25.14,90.02,,7.51,1.34,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44607/
ICICI Pru Nifty200 Value 30 Index Dir,equity,equity,Direct,17.79,,,BSE 500 TRI*,INF109KC13X2,152936,2.44,,,,,,,,,30,48.88,25.13,89.98,,8.84,1.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44605/
ICICI Pru Nifty50 Value 20 ETF,equity,equity,Direct,-5.37,6.34,7.69,BSE 500 TRI*,INF109KC16T3,152365,2.44,11.32,10.45,-3.46,0.84,0.17,0.22,14.11,8.05,20,77.56,55.93,82.02,,11.71,2.06,2,5,2,0,3,,12,High Risk,Poor,20,https://www.valueresearchonline.com/funds/32540/
ICICI Pru Nifty50 Value 20 Index Dir,equity,equity,Direct,-5.44,,,BSE 500 TRI*,INF109KC16T3,152365,2.44,,,,,,,,,20,78.34,56.5,82.83,,14.23,2.18,,,,,,,,,,20,https://www.valueresearchonline.com/funds/44070/
ICICI Pru Value Dir,equity,equity,Direct,-1.59,12.82,15.16,BSE 500 TRI*,INF109K010A6,120256,2.44,11.32,10.45,2.59,0.79,0.63,0.87,12.77,13.76,64,49.3,32.96,56.28,,16.82,2.71,8,5,4,0,4,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/15822/
ITI Value Dir,equity,equity,Direct,8.73,14.22,13.31,BSE 500 TRI*,INF00XX01AQ6,148972,2.44,11.32,10.45,2.12,1.13,0.55,0.72,17.93,15.64,72,24.39,14.53,56.84,,23.43,2.96,8,2,2,0,2,2,14,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/41509/
Invesco India Contra Dir,equity,equity,Direct,2.51,15.63,13.8,BSE 500 TRI*,INF205K01LE4,120348,2.44,11.32,10.45,4.15,1.02,0.7,0.88,15.92,16.85,74,32.81,20.44,59.54,,28.03,3.42,10,3,4,0,3,3,20,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/16719/
JM Value Dir,equity,equity,Direct,3.04,12.79,15.45,BSE 500 TRI*,INF192K01BT3,120486,2.44,11.32,10.45,0.95,1.15,0.47,0.69,19.08,14.58,68,32.7,18.47,65.77,,19.02,2.8,6,2,2,0,2,2,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/16530/
Kotak Contra Dir,equity,equity,Direct,4.44,16.23,14.8,BSE 500 TRI*,INF174K01KZ9,119769,2.44,11.32,10.45,4.68,1.01,0.74,0.91,15.6,17.32,61,31.77,19.22,59.5,,22.86,3.1,10,3,4,0,3,4,20,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/16341/
Kotak Nifty 50 Value 20 ETF,equity,equity,Direct,-5.13,6.54,7.83,BSE 500 TRI*,INF174K01KM7,119757,2.44,11.32,10.45,-3.28,0.84,0.18,0.24,14.12,8.24,20,77.58,55.95,82.05,,11.72,2.06,2,5,2,0,3,,12,High Risk,Poor,20,https://www.valueresearchonline.com/funds/31271/
Kotak Nifty200 Value 30 Index Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF174KA1YP0,154145,,,,,,,,,,30,48.8,25.08,89.82,,8.84,1.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45763/
LIC MF Value Dir,equity,equity,Direct,23.91,17.79,,BSE 500 TRI*,INF397L01KU5,152018,2.44,11.32,,5.29,1.11,0.69,0.8,18.63,18.63,49,35.66,20.75,64.42,,17.33,3.7,12,2,4,0,2,2,20,Moderate Risk,Poor,25,https://www.valueresearchonline.com/funds/37212/
Mahindra Manulife Value Dir,equity,equity,Direct,16.08,,,BSE 500 TRI*,INF174V01CI9,153303,2.44,,,,,,,,,69,27.35,15.61,54.51,,20.22,2.41,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44934/
Mirae Asset Nifty 500 Value 50 ETF,equity,equity,Direct,,,,BSE 500 TRI*,INF769K01GX9,148623,,,,,,,,,,50,48.72,25.17,86.11,,7.92,1.39,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45914/
Motilal Oswal BSE Enhanced Value ETF,equity,equity,Direct,12.36,22.55,,BSE 500 TRI*,INF846K010C0,149166,2.44,11.32,,10.02,1.25,0.84,1.23,22.13,24.36,30,66.22,38.69,91.02,,6.27,1.18,12,0,6,2,0,,20,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/42441/
Motilal Oswal BSE Enhanced Value Index Dir,equity,equity,Direct,12.1,22.03,,BSE 500 TRI*,INF955L01JF3,154679,2.44,11.32,,9.61,1.25,0.83,1.21,22.03,23.93,30,66.15,38.66,90.91,,7.72,1.28,12,0,6,2,0,5,20,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/42443/
Nippon India ETF Nifty 50 Value 20,equity,equity,Direct,-5.37,6.31,7.6,BSE 500 TRI*,INF204KB12Z0,148721,2.44,11.32,10.45,-3.49,0.84,0.16,0.22,14.09,8.02,20,77.55,55.93,82.01,,11.72,2.06,2,5,2,0,3,,12,High Risk,Poor,20,https://www.valueresearchonline.com/funds/30446/
Nippon India Nifty 50 Value 20 Index Dir,equity,equity,Direct,-5.52,6.24,7.56,BSE 500 TRI*,INF204KB12Z0,148721,2.44,11.32,10.45,-3.55,0.84,0.16,0.21,14.1,7.95,20,77.55,55.93,82.01,,14.23,2.18,2,5,2,0,3,1,12,High Risk,Poor,20,https://www.valueresearchonline.com/funds/41291/
Nippon India Value Dir,equity,equity,Direct,1.19,14.91,14.24,BSE 500 TRI*,INF204K01K49,118784,2.44,11.32,10.45,3.28,1.02,0.65,0.89,15.9,16.01,86,36,22.21,60.35,,20,2.67,10,3,4,0,3,4,20,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/16175/
Quant Value Dir,equity,equity,Direct,21.98,21.2,,BSE 500 TRI*,INF966L01AN3,149335,2.44,11.32,,8.41,1.22,0.78,1.53,21.52,22.5,28,70.36,42.13,65.06,,23.64,2.59,12,0,4,3,2,4,21,Moderate Risk,Good,23,https://www.valueresearchonline.com/funds/41848/
Quantum Value Dir,equity,equity,Direct,-4.11,10.49,10.04,BSE 500 TRI*,INF082J01036,103490,2.44,11.32,10.45,0.31,0.85,0.46,0.6,13.47,11.88,32,41.71,24.37,70.63,,19.85,2.58,6,5,2,0,4,1,17,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/3181/
SBI Contra Dir,equity,equity,Direct,0.4,11.76,16,BSE 500 TRI*,INF200K01RA0,119835,2.44,11.32,10.45,1,0.9,0.51,0.67,14.08,12.93,86,32.48,20.19,56.57,,17.58,2.29,6,4,2,0,3,4,15,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/16322/
Sundaram Value Dir,equity,equity,Direct,-3.68,7.38,8.13,BSE 500 TRI*,INF903J01NN3,119549,2.44,11.32,10.45,-3.37,0.91,0.21,0.25,14.27,8.63,50,44.44,26.96,59.04,,18.21,2.45,2,4,2,0,3,,11,High Risk,Poor,25,https://www.valueresearchonline.com/funds/16169/
Tata Value Dir,equity,equity,Direct,5.16,13.88,14.1,BSE 500 TRI*,INF277K01ND1,119231,2.44,11.32,10.45,2.68,0.98,0.61,0.83,15.4,15.13,41,49.21,29.84,64.65,,16.12,2.78,8,3,4,0,3,3,18,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16952/
Templeton India Value Dir,equity,equity,Direct,-0.94,10.31,14,BSE 500 TRI*,INF090I01GY2,118494,2.44,11.32,10.45,-0.22,0.92,0.42,0.58,14.52,11.82,48,44.57,29.24,63.01,,14.07,2.13,4,4,2,0,3,3,13,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16824/
UTI Nifty 500 Value 50 Index Dir,equity,equity,Direct,15.79,23.31,,BSE 500 TRI*,INF789F1AYN0,151739,2.44,11.32,,10.99,1.14,0.92,1.55,20.52,24.59,50,48.77,25.19,86.21,,8.8,1.36,12,2,6,3,2,5,25,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/43495/
UTI Value Dir,equity,equity,Direct,-0.51,12.85,11.44,BSE 500 TRI*,INF789F01VB2,120751,2.44,11.32,10.45,1.74,0.95,0.56,0.75,14.82,14.01,65,41.32,26.08,60.28,,21.33,2.75,8,4,2,0,3,3,17,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/15927/
Union Value Dir,equity,equity,Direct,4.39,12.9,13.12,BSE 500 TRI*,INF582M01EK4,145473,2.44,11.32,10.45,2.02,0.92,0.58,0.76,14.42,14.04,66,35.28,21.73,55.62,,26.85,3.31,8,4,2,0,3,3,17,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/38207/
360 ONE ELSS Tax Saver Nifty 50 Index Reg,equity,equity,Regular,-2.73,7.64,,BSE 500 TRI*,INF579M01AL6,151164,2.44,11.32,,-2.65,0.86,0.24,0.32,13.51,9,50,52.6,36.67,62.95,,20.66,3.16,2,4,2,0,4,2,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/42906/
ABSL ELSS Tax Saver Reg,equity,equity,Regular,1.91,11.31,7.92,BSE 500 TRI*,INF955L01IY6,154684,2.44,11.32,10.45,0.22,0.94,0.46,0.62,14.42,12.38,63,40.17,25.03,60.47,,24.74,3.54,6,4,2,0,3,2,15,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/24/
Axis ELSS Tax Saver Reg,equity,equity,Regular,1.72,11.28,5.54,BSE 500 TRI*,INF846K01131,112323,2.44,11.32,10.45,0.59,0.91,0.47,0.62,14.52,12.55,67,38.24,25.17,57.26,,29.09,4.32,6,4,2,0,3,1,15,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/10826/
Bajaj Finserv ELSS Tax Saver Reg,equity,equity,Regular,5.85,,,BSE 500 TRI*,INF0QA701AI4,153202,2.44,,,,,,,,,46,42.76,27.35,57.84,,25.7,3.14,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44854/
Bandhan ELSS Tax Saver Reg,equity,equity,Regular,3,9,11.06,BSE 500 TRI*,INF194K01292,111569,2.44,11.32,10.45,-1.64,0.89,0.33,0.42,13.65,10.19,58,43.45,29.85,57.67,,23.21,2.92,4,4,2,0,4,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/10032/
Bank of Ind Midcap Tax 2 Reg,equity,equity,Regular,9.17,14.81,11.33,BSE 500 TRI*,INF955L01IY6,154684,2.44,11.32,10.45,2.7,1.14,0.57,0.81,18.57,16.27,51,39.18,22.84,54.79,,29.26,3.85,8,2,2,0,2,,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/36920/
Bank of India ELSS Tax Saver Eco,equity,equity,Regular,6.11,12.52,10.8,BSE 500 TRI*,INF761K01181,111710,2.44,11.32,10.45,1.16,1.07,0.48,0.69,17.69,14.24,53,32.76,19.57,56.35,,21.29,2.99,6,2,2,0,2,,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/10099/
Bank of India ELSS Tax Saver Reg,equity,equity,Regular,5.79,12.22,10.5,BSE 500 TRI*,INF761K01181,111710,2.44,11.32,10.45,0.89,1.07,0.47,0.67,17.69,13.97,53,32.76,19.57,56.35,,21.29,2.99,6,2,2,0,2,3,12,High Risk,Average,25,https://www.valueresearchonline.com/funds/10097/
Bank of India Midcap Tax Sr 1 Reg,equity,equity,Regular,12.67,15.56,12.23,BSE 500 TRI*,INF761K01DU9,141952,2.44,11.32,10.45,3.49,1.15,0.59,0.84,19.26,17.14,51,34.59,19.59,61.91,,31.22,4.55,10,2,2,0,2,,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/34772/
Baroda BNP Paribas ELSS Tax Saver  Reg,equity,equity,Regular,6.32,14.74,11.32,BSE 500 TRI*,INF251K01985,150156,2.44,11.32,10.45,3.7,0.96,0.68,0.89,15.24,16.04,54,30.31,16.94,61.95,,30.06,4.01,10,3,4,0,3,4,20,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/3001/
Canara Robeco ELSS Tax Saver Reg,equity,equity,Regular,2.39,11.2,9.14,BSE 500 TRI*,INF760K01100,111722,2.44,11.32,10.45,0.26,0.94,0.47,0.59,14.48,12.47,74,38.88,24.48,58.21,,26.49,3.84,6,4,2,0,3,3,15,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/59/
DSP ELSS Tax Saver Reg,equity,equity,Regular,1.58,12.83,11.26,BSE 500 TRI*,INF740K01185,104772,2.44,11.32,10.45,1.7,0.99,0.55,0.72,15.5,14.25,58,47.7,34.66,66.26,,19.97,2.7,8,3,2,0,3,4,16,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/3985/
Edelweiss ELSS Tax Saver Reg,equity,equity,Regular,7.57,12.86,10.86,BSE 500 TRI*,INF754K01517,111638,2.44,11.32,10.45,1.62,0.99,0.55,0.69,15.26,14.13,94,30.66,20.03,63.08,,25.16,3.6,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/10125/
Franklin India ELSS Tax Saver Reg,equity,equity,Regular,-1.92,10.83,11.48,BSE 500 TRI*,INF761K01181,111710,2.44,11.32,10.45,0.11,0.92,0.45,0.58,14.27,12.16,49,46.31,29.48,60.85,,23.72,3.25,6,4,2,0,3,4,15,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/601/
Groww ELSS Tax Saver Reg,equity,equity,Regular,-4.67,8.68,7.44,BSE 500 TRI*,INF955L01IY6,154684,2.44,11.32,10.45,-1.96,0.97,0.31,0.36,15.48,10.44,66,37.34,25.6,61.69,,22.02,3.16,4,3,2,0,3,1,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/34681/
HDFC ELSS Tax Saver Reg,equity,equity,Regular,-2.73,13.08,13.95,BSE 500 TRI*,INF677K01064,151076,2.44,11.32,10.45,2.67,0.86,0.64,0.78,13.51,14.29,62,50.37,32.47,71.4,,23.03,3.31,8,4,4,0,4,5,20,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/854/
HSBC ELSS Tax Saver Reg,equity,equity,Regular,7.44,16.03,12.41,BSE 500 TRI*,INF677K01064,151076,2.44,11.32,10.45,4.43,1.02,0.7,0.84,16.4,17.18,81,27.72,16.55,61.07,,27.61,3.54,10,3,4,0,3,4,20,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/3112/
ICICI Pru ELSS Tax Saver,equity,equity,Regular,0.2,11.09,9.91,BSE 500 TRI*,INF579M01AL6,151164,2.44,11.32,10.45,0.59,0.88,0.48,0.65,13.89,12.37,89,52.37,30.95,59.29,,24.89,3.16,6,4,2,0,4,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/640/
ICICI Pru Long Term Wealth Enhancement,equity,equity,Regular,-1.03,13.42,13.71,BSE 500 TRI*,INF846K015L0,151178,2.44,11.32,10.45,3.38,0.88,0.66,0.89,14.26,15.12,25,63.66,39.08,75.04,,29.38,4.33,10,4,4,0,3,,21,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/34950/
ITI ELSS Tax Saver Reg,equity,equity,Regular,7.28,15.92,11.73,BSE 500 TRI*,INF00XX01374,147544,2.44,11.32,10.45,2.94,1.23,0.57,0.83,19.97,17.13,66,26.53,15.23,66.23,,23.29,3.07,8,0,2,0,2,3,12,High Risk,Average,25,https://www.valueresearchonline.com/funds/40135/
Invesco India ELSS Tax Saver Reg,equity,equity,Regular,1.56,12.2,9.52,BSE 500 TRI*,INF205K01270,104636,2.44,11.32,10.45,0.88,1.03,0.49,0.62,16.48,13.7,73,25.89,15.58,59.74,,34.18,4.42,6,3,2,0,3,2,14,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/3913/
JM ELSS Tax Saver Reg,equity,equity,Regular,8.67,15.48,13.54,BSE 500 TRI*,INF192K01650,107288,2.44,11.32,10.45,3.33,1.05,0.63,0.86,16.85,16.26,54,27.07,14.56,60.64,,29.83,3.42,10,3,4,0,3,4,20,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/6679/
Kotak ELSS Tax Saver Reg,equity,equity,Regular,2.83,10.52,10.8,BSE 500 TRI*,INF955L01IY6,154684,2.44,11.32,10.45,-0.31,0.96,0.42,0.49,15.23,12.04,52,37.89,24.29,57.63,,24.35,3.21,4,3,2,0,3,3,12,High Risk,Average,25,https://www.valueresearchonline.com/funds/2937/
LIC MF ELSS Tax Saver Reg,equity,equity,Regular,-2.41,9.17,8.72,BSE 500 TRI*,INF767K01956,100865,2.44,11.32,10.45,-1.81,0.94,0.31,0.4,14.96,10.37,54,39.78,26.21,63.27,,28.53,4.05,4,4,2,0,3,2,13,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/405/
Mahindra Manulife ELSS Tax Saver Reg,equity,equity,Regular,-3.76,7.26,8.19,BSE 500 TRI*,INF174V01077,139783,2.44,11.32,10.45,-3.03,0.91,0.23,0.31,14.01,8.92,55,40.68,28.11,63.12,,23.52,3.71,2,4,2,0,3,2,11,High Risk,Poor,25,https://www.valueresearchonline.com/funds/32893/
Mirae Asset ELSS Tax Saver Reg,equity,equity,Regular,4.1,11.99,10.32,BSE 500 TRI*,INF769K01DK3,135784,2.44,11.32,10.45,0.74,1,0.5,0.61,15.39,13.35,66,41.09,27.31,60.6,,21.49,3.06,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/31316/
Motilal Oswal ELSS Tax Saver Reg,equity,equity,Regular,13.45,21.4,16.04,BSE 500 TRI*,INF247L01544,133385,2.44,11.32,10.45,8.77,1.16,0.78,1.04,21.62,22.45,30,42.37,22.28,60.43,,40.9,6.32,12,0,4,2,2,5,20,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/29160/
